S#,C#,GRADE
2202069590,ITDE500701,82.5
2222561139,FEES300101,68.6
2200266522,LITE401121,80.7
2192297206,FEES400101,81.8
2190796474,LITE502221,59.2
2195581852,LITE305421,78.6
2203445445,LITE401421,42.5
JL22252352,LITE401521,94.9
2211530784,INSM302201,61.6
2191952580,FEES400501,null
2227759825,JZSJ900121,82.1
2198330363,LITE200321,null
2219230309,LITE402621,46.1
JL22002726,GNED106292,81.0
2221651483,JZSJ900101,89.0
2192745767,CORE102600,82.1
2222444045,LITE501121,null
2225593084,INSM501901,null
JL22144367,INDE300601,null
2193115301,LITE305021,95.3
2199555042,MATH400121,86.4
2209103755,LITE401821,44.9
2211706793,FEES400301,65.4
2193932324,FEES300101,null
2199052893,GNED106392,61.7
2216185143,INDE900301,71.3
2196348353,MACH400301,null
2202512981,LITE307021,70.4
2227944024,GNED100601,42.4
2202622585,LITE305021,72.9
2206372474,LITE401121,57.5
2194496091,LITE305321,75.6
2190942237,INDE900301,69.9
2207389931,INSM502101,88.9
2209071333,CORE102600,85.1
JL22223096,INDE900301,38.7
2225043354,LITE306221,94.8
2229897843,INSM302201,97.4
2223431384,GNED101001,64.1
2224640895,LITE307021,93.9
JL22259764,GNED100601,60.3
2228379774,LITE502121,56.5
2192297206,LITE303721,69.2
2227515856,LITE402621,73.9
JL22198949,LITE304621,null
2222931734,LITE200521,88.0
2196165268,INDE401601,80.7
2213098491,CORE102600,76.9
2201018326,LITE302321,82.5
2216062620,MACH400301,73.4
JL22087368,LITE302321,64.0
2190198982,LITE305621,83.8
2227944024,LITE200521,69.8
2228057245,LITE401821,69.1
2229584507,FEES300101,15.2
2216371815,LITE502121,null
2213428607,GNED101101,99.6
2227101718,MACH390901,89.2
2206555606,MACH391501,67.1
2228765196,INSM502101,48.8
2222561139,GNED106392,78.1
2224179472,LITE200521,91.8
2209207361,LITE200321,70.4
2204721241,GNED106292,82.1
2195192673,LITE303021,92.3
2205257679,INDE500801,66.6
2219774272,FEES400101,57.3
2208402186,LITE306121,85.0
JL22174348,GNED101101,73.2
JL21942216,LITE304621,43.2
JL22292681,LITE101121,null
2226110631,GNED100401,96.7
2212581658,LITE305021,86.1
JL22152260,JZSJ900101,71.6
2195160291,LITE306821,null
2219573005,INSM502101,56.6
2205747004,LITE306321,34.1
2201405952,LITE302321,40.5
2190342267,FEES400301,83.9
2209660764,LITE200521,null
JL22142352,INSM401201,87.1
2194496091,LITE402621,85.9
2219231679,INDE400101,null
2209900330,INSM501901,null
2200138838,LITE305321,84.8
2194201101,INDE401501,null
2211220656,INSM900101,91.0
2215802117,INDE500801,61.8
2205512985,INDE401601,63.9
2222485278,GNED100701,93.2
2195232186,GNED115200,79.8
2220417908,INSM401801,66.5
2214117863,LITE401821,null
2212324590,INDE900201,45.2
2228759500,INDE400601,91.1
2218570707,FEES400301,79.3
2218783393,LITE402321,null
2203476650,FEES300101,null
2216573209,LITE305621,66.8
2209316448,INDE000701,57.3
2225424459,LITE305021,62.1
2211170882,LITE306321,81.5
2192984966,INDE401501,73.2
2216826207,LITE101321,null
JL22255912,INDE400101,62.2
JL21933809,INSM302201,88.8
2224634745,INDE400601,96.5
2216933565,FEES400301,86.9
2197431614,LITE306321,67.9
2200891445,FEES400501,null
JL22107007,LITE305421,95.2
2194759784,INSM501901,null
2218113808,INSM502001,66.6
2229584507,INDE401401,83.6
2222610011,LITE305421,64.2
2190159112,GNED106292,46.1
2221783581,MACH391401,69.5
2229320770,FEES400501,92.2
2210705162,GNED101101,42.0
2218113808,MACH392001,80.2
2227526851,LITE501321,78.2
2220587601,LITE302321,82.6
2207126912,JZSJ900121,24.6
2195737277,GNED100701,null
2197164260,GNED100701,74.8
2229016938,MACH391501,50.1
JL22142352,INSM502001,98.3
2196366275,INSM501901,null
2192745767,INSM302201,null
2216249264,ITDE500601,65.0
2227070358,LITE302321,66.1
2194340221,LITE304421,50.4
2213505839,INSM302001,100.0
2219895854,INSM302201,61.1
2194630264,LITE501321,null
2212509827,GNED106292,62.7
2218167717,ITDE500701,62.2
2192494355,MACH400301,76.9
2229124889,INSM000101,null
2202512981,MACH391201,87.7
2227872334,GNED101101,null
2201013497,INDE401501,65.6
2227515856,INFT500121,88.1
2215185412,INDE400101,98.4
2192665577,AUTO544905,null
2223189444,LITE305021,94.1
2223908222,LITE306321,69.2
2191526172,INDE900801,74.4
2220034097,LITE302721,null
2223987668,INDE500801,79.9
2192128377,ITDE500701,74.5
2213868229,INDE900301,null
2222713021,MACH390901,51.4
2222281334,LITE306821,58.1
2222504770,MACH000101,83.3
2191886330,INDE000701,59.5
JL22182937,INDE401401,null
JL22051260,AUTO544905,52.9
2196724776,MACH392401,84.6
2212509827,INFT500121,64.6
2211028134,MACH392301,50.3
2226659773,LITE303721,79.5
2217817831,INSM502101,85.0
JL22252352,ITDE500701,null
JL22053110,LITE200521,83.8
2193187844,MACH390801,85.2
2227526851,LITE402421,78.6
2192900939,FEES400101,null
2192281149,JZSJ900121,79.9
2207294072,LITE101121,58.0
2221968614,INDE501001,90.9
2197819034,INDE900301,61.6
2210173888,LITE401121,60.4
2212182114,LITE304421,62.8
2204350999,FEES400101,66.6
2195902015,INDE400101,71.8
2224676405,GNED100401,79.5
2206251375,LITE401421,83.2
2206192544,GNED101001,80.8
2199942832,LITE502221,94.9
2191158116,LITE101121,66.0
2201120320,INSM401801,null
2193960512,INDE401501,66.5
2207165215,LITE306921,81.8
2214427327,LITE402621,null
2218323005,MACH000101,null
JL22145128,GNED110400,57.3
2220381529,INDE300601,null
2215849305,MACH391201,70.6
2194050459,LITE101021,73.6
2219758473,INDE901001,76.5
2198671524,INSM401601,null
2192665577,MACH391201,78.8
2221678123,LITE502221,58.1
2193115301,LITE306221,78.2
JL22013848,INSM502101,76.8
2218323005,GNED106292,73.5
JL21957877,GNED110400,60.2
2220629197,GNED100601,68.8
2220605100,LITE401821,85.7
2215459142,INDE501001,49.3
2213649171,INSM401201,77.5
2216338733,MACH390801,73.7
2214520771,MACH391501,70.4
2218176742,GNED100701,31.6
2211104249,INDE500901,97.9
JL22208844,MACH400301,99.5
2192494355,BSIS400121,82.7
2190942237,INFT500121,78.6
2200872797,GNED100601,70.4
2223345224,LITE501121,81.1
2214538316,BSIS400121,78.3
2197819034,MACH390901,73.5
2221912866,LITE502121,79.9
JL22157269,LITE401821,79.3
2222485278,LITE401121,69.1
JL22113164,INDE400601,79.0
2206949491,LITE305021,65.0
2214853962,LITE302321,44.6
2218685031,MACH391401,67.5
2193310881,LITE305621,87.5
2196724776,LITE306221,88.7
2220987824,AUTO544905,null
2199845411,LITE101021,66.9
2200251565,INDE900201,70.9
2199467700,MACH390901,44.4
2195192673,LITE305621,76.3
2192627329,MACH392001,null
2210148681,INSM900101,62.2
2206483393,INDE400101,52.2
2218380408,GNED101101,73.6
2214660591,LITE402321,null
2193310881,LITE101321,33.1
2229351537,INDE501001,90.7
2215172777,INDE900301,74.6
2219758473,MACH392001,79.3
JL22022091,GNED100601,41.7
2205269050,LITE101021,null
2197764511,CORE102600,49.3
2211799028,LITE303021,94.0
2215575684,FEES400301,32.8
2207180726,LITE306921,88.5
2223371934,GNED100701,null
2224120773,LITE200521,64.5
2205269050,MATH400121,70.0
2221588726,MACH390901,52.3
2223189444,LITE305621,58.2
2218606372,INDE300601,44.3
2213649171,LITE302321,71.5
JL22025113,INDE400101,null
2192427974,GNED106292,85.0
2203250107,GNED115200,null
2227055972,MATH400121,95.5
2192745767,LITE305021,84.8
2193632521,INSM401601,80.7
2197884937,MACH400301,82.9
JL21916613,INDE000701,87.4
2221453220,INDE401601,89.8
2207230793,FEES400501,97.8
2213098491,LITE200321,null
2197127525,MACH391401,62.4
2212028859,MACH391401,88.5
2217996207,INSM502101,97.4
2200440173,INDE900201,60.0
2214508750,MACH000201,null
2214804955,GNED106492,null
2217583894,GNED106292,64.9
2219322141,GNED115200,48.0
2196531193,LITE306921,84.0
2220629197,LITE305321,94.5
2195696139,MACH390801,71.6
2211530784,MACH391401,75.3
2219942247,FEES400101,58.3
2218240240,LITE307021,78.4
2224142408,LITE305621,86.4
2201329230,INDE500801,75.6
JL22240435,INSM302201,null
2197128337,LITE304421,null
2229017735,LITE401121,80.3
2209660764,MACH392401,81.9
2205159699,LITE200521,null
2201447926,FEES500101,71.9
JL22040342,MACH000101,null
2197128337,LITE502121,90.0
2220894547,INDE900301,76.2
2220605100,LITE303721,63.5
2214004359,INSM900101,75.2
2200341790,GNED101101,95.4
2218007133,GNED106392,null
2219194091,LITE304621,92.3
2191391380,MACH400301,87.6
2191588675,INSM900301,48.4
2208472165,MACH392201,75.9
2220876383,FEES400101,null
2195546800,LITE502121,57.8
2219550436,LITE306821,84.4
2224578041,GNED100601,83.3
2207651387,INSM401501,98.4
2215567948,LITE306121,null
2201802647,MACH391201,65.2
JL21933205,LITE303021,68.0
2196825251,LITE305021,76.8
2191743723,INSM000101,96.8
2212191765,MACH392201,90.7
2208781712,INSM900301,71.1
2229914911,MACH390901,63.8
2202797557,LITE305621,45.7
2219759945,LITE502121,61.3
2219322141,MACH000201,85.9
2210895724,MACH391501,35.3
2196834156,JZSJ900121,70.7
2218606372,MATH400121,56.7
2210515241,INSM502101,92.5
2227872334,INSM401801,null
2214346014,SOCP100190,48.6
JL21916613,GNED101101,null
2221217114,INDE400101,96.3
2200774147,LITE306921,88.4
2202781657,ITDE500601,71.8
2217938597,LITE305321,79.2
2209858928,LITE303721,75.0
JL22045182,INSM401601,null
2208584734,LITE402321,85.7
2197610956,LITE402321,86.4
2223758251,LITE302721,46.8
JL22053110,FEES300101,86.1
2227713932,MACH400301,89.6
2215168534,INSM401801,66.1
2212166682,INSM302201,41.5
JL22112734,LITE306321,95.1
2200251565,GNED100601,82.9
2222504770,INDE900301,82.1
2222380116,JZSJ900101,55.0
2205390697,LITE303021,94.2
2191718121,LITE501121,70.1
2201405952,LITE402621,55.1
2211960426,MACH391501,59.4
2207294072,INSM900101,73.3
2227230580,LITE307021,61.6
2209702379,LITE401421,null
2193179551,MACH392001,38.3
2221870794,MACH000101,71.0
2197127525,LITE101021,null
2199922414,FEES500101,81.8
2195816633,INSM900101,90.8
2206204587,LITE302321,72.1
2205569366,INDE900801,81.3
2217495436,LITE303021,73.5
2204727079,LITE303021,81.9
2225424459,LITE304621,null
2199555042,LITE101121,81.4
2193632521,LITE302321,50.0
2205425551,LITE305421,91.1
2222423177,LITE302721,null
2202014275,FEES400301,50.7
2223002853,GNED101101,70.9
2224203108,LITE302321,83.7
2207462533,LITE305821,57.6
2211170882,LITE305421,null
JL21956549,LITE305421,89.6
2219853491,LITE402321,92.5
2226212297,INSM401501,null
2215625789,INDE901001,52.1
JL22160075,INDE400601,71.6
JL21987460,INSM401801,66.4
2205062860,LITE402321,75.5
2195043024,FEES500101,57.2
JL22190052,LITE302321,95.0
2196361366,LITE200321,89.5
2222190189,LITE302321,77.6
2229897843,LITE306221,65.1
2204438425,FEES400501,null
2220605100,LITE302321,96.6
2205512985,INDE900201,80.0
2206456462,LITE305621,78.0
2211536081,INDE900301,57.5
2222609398,INSM900301,null
2228678682,LITE401521,93.5
2222785726,MATH400121,94.1
2227292331,LITE306821,85.3
2227199111,MACH391501,null
2225190361,LITE302721,84.3
2209568965,GNED110400,52.6
2216987306,LITE101321,45.7
JL22255912,ITDE500601,63.5
2205425551,MACH391501,53.1
2204819248,INDE500901,59.2
2193365656,JZSJ900101,72.4
2190648174,LITE305021,76.6
2193083329,MACH392201,67.9
JL22292681,INDE401501,63.9
2222268852,INDE900801,81.2
2205714505,GNED115200,99.0
2197164260,LITE305821,50.6
2220894547,LITE502221,null
2222784391,LITE303021,89.3
2227944024,MACH392401,89.2
2211244085,LITE401121,88.6
2202910055,INSM502001,66.9
JL22234364,INSM302001,81.0
2202014275,LITE502221,78.5
2228886010,LITE401521,null
2218007133,LITE306221,86.5
2190197058,MACH392401,97.7
2206483393,INDE900801,97.5
2207546468,LITE501321,75.0
2224447728,MACH390801,50.8
2210173888,LITE303221,61.9
2224120773,LITE402621,55.9
2212529228,INDE500901,null
2199052893,GNED106292,99.0
2218380408,MACH392201,92.3
JL22208844,GNED100601,90.6
2222380116,LITE305321,null
2218240240,INDE300601,59.7
2229479066,GNED100701,75.8
2190833759,INSM302201,67.1
2218436556,INDE000701,46.6
2221870794,INDE501001,84.9
2221695322,INDE900301,72.4
2208696221,MACH400301,51.0
2207861557,GNED110400,47.0
2221424213,AUTO544905,75.6
2213070093,INSM000101,96.9
2225424459,MACH392401,null
2190342267,INDE400101,95.3
2195897321,LITE305321,54.2
2212028859,LITE402321,85.2
2202456514,INDE401601,51.1
2216826207,MACH392301,78.0
2204877751,LITE302321,61.7
2201913018,MACH392201,null
2196133768,LITE306121,90.6
2201626426,LITE306921,84.8
2211212033,INFT500121,null
2195807279,LITE305321,71.8
2190611825,MACH392001,60.3
JL22182937,INSM502001,88.4
2212182114,INDE401401,74.5
2212085607,MACH391201,61.3
2195777977,INSM900101,90.3
2214117863,LITE402621,65.5
2209568965,MACH392001,75.8
2218380408,INDE400101,70.9
2206313516,MACH000201,95.0
2217938597,INSM501901,null
2199236857,GNED115200,69.3
2208055289,INSM302201,50.5
2224346066,LITE101021,null
2229016938,LITE305621,43.2
2209543269,GNED106492,77.9
2212799123,MACH400301,72.8
2203225789,INDE900201,34.5
JL21986392,AUTO544905,93.1
2210586651,MACH392001,58.6
2193783039,LITE304421,77.4
2219231679,INSM502101,58.0
JL22212440,MACH392401,83.3
2206048528,LITE401521,49.6
JL22040342,LITE302321,82.8
2205529609,MACH000201,null
2211212033,LITE306321,80.0
2190826591,LITE304621,32.9
2200341790,LITE306821,null
JL22190052,LITE101321,92.6
2217981216,LITE306121,null
JL22206505,LITE401121,78.8
2208810388,LITE306321,null
2211164547,GNED110400,51.2
JL22212440,LITE303721,58.0
2197375487,INDE000701,58.5
2191590488,GNED106392,66.6
2220154964,MACH391501,null
JL22018362,LITE304621,45.6
2195200129,GNED100401,70.3
2228390493,MACH392301,55.7
2204105873,LITE304621,96.2
2204270650,INSM501901,71.3
2215168534,LITE101321,79.0
2193997415,LITE306821,81.6
JL22005641,INDE000701,60.1
2229443238,GNED106292,87.4
2225336905,GNED106492,73.6
2218423503,AUTO544905,88.6
2225140030,GNED106492,75.9
2225161011,ITDE500701,78.3
2211948889,BSIS400121,62.0
2209066322,LITE101021,41.6
2218135082,INSM302201,96.2
2213280753,LITE306221,null
2224249439,INSM900301,57.9
2224120773,LITE200321,76.8
JL21924326,GNED100701,80.6
2218007133,FEES500101,null
2211220656,LITE502221,61.7
2218351535,GNED106392,null
2208402186,LITE401821,66.0
2218630750,INDE900301,null
2226377833,INSM401801,null
2217981216,LITE306121,75.3
2197431614,INDE900301,57.8
2207525415,LITE305621,92.7
2216350852,INSM900301,98.5
JL22279882,LITE304621,63.4
2191573342,LITE304421,74.5
2225684508,LITE305321,46.9
2201320179,LITE306121,null
2215873691,MACH391401,84.0
2196627401,MACH000101,84.6
2193632521,MACH391501,74.3
2190611825,GNED100701,null
2226441989,INDE900201,88.4
2218007133,JZSJ900101,83.0
2205831341,LITE303221,70.1
2202069590,LITE302721,null
2199555042,MATH400121,91.7
2224640895,MATH400121,61.7
2219759945,LITE305621,58.0
2206048528,LITE101121,80.9
2201511265,MACH391401,null
2192745767,MACH392401,71.6
2194759784,LITE303221,67.2
2222610011,GNED100601,41.5
2218018122,LITE306321,84.2
2221217114,INSM502001,89.9
2199555042,LITE101021,59.6
2195800020,INSM401501,75.2
2227526851,LITE502221,71.7
2226583471,MACH392001,42.8
2229017735,INDE500901,77.1
2218018122,MACH000201,55.7
2216231759,LITE306921,52.8
2206251375,LITE402421,81.7
2192297206,BSIS400121,59.7
2197045078,INDE901001,66.8
JL21928953,MACH390901,60.2
2197375487,JZSJ900121,86.0
2227070358,INDE501001,79.2
2220605100,INSM900301,89.7
2212191765,FEES500101,96.5
2199712250,GNED100401,null
2193913656,LITE401421,null
2206089827,INSM302201,null
2205529609,LITE402321,77.4
JL22145128,MACH392201,69.1
2215897842,LITE306221,74.1
2195232186,LITE402621,76.8
2214117863,FEES500101,96.4
2207150892,INDE500801,67.6
2198623974,INDE401401,93.0
2203250107,INSM401801,67.4
2201018326,LITE101321,55.5
JL22137004,MACH392201,58.7
2223345224,INSM401601,94.5
2222596723,GNED100701,91.1
2220396057,FEES500101,82.0
2223363507,LITE307021,93.4
JL22133278,GNED106392,58.2
2210173888,INSM401801,54.6
2207462533,LITE306821,null
2223586956,LITE305021,19.6
2206048528,INDE000701,70.8
2214117863,GNED101101,null
2196560128,INDE500901,65.1
2191864015,AUTO544905,64.8
2215897842,INSM302201,68.0
2216357826,LITE306221,73.4
2213280753,MACH392001,61.3
2202851376,INSM000101,48.6
2197787377,INDE300601,null
2221321675,BSIS400121,53.9
2190347003,LITE502221,51.8
2218098258,INDE901001,59.8
2204765127,LITE302721,null
2222503625,GNED101001,92.5
2214117863,LITE306821,null
2204593432,LITE200321,null
JL22057803,LITE302321,47.7
2209576392,INSM502001,35.8
2198475837,FEES300101,61.3
2198230364,MACH390801,null
2222281334,GNED106492,45.7
2217915164,LITE101121,44.2
2195902015,INDE401401,null
JL22255912,LITE402421,93.3
2211244085,GNED106392,76.1
2222765277,GNED100401,91.7
JL22212440,LITE307021,96.7
2217981216,AUTO544905,95.3
2211244085,GNED101101,73.6
2229320770,INSM501901,null
JL22051260,BSIS400121,66.6
2210173888,MACH390801,49.5
2213070093,LITE305421,61.7
2194093391,INDE401601,87.4
JL22222362,LITE307021,86.8
2208696221,FEES400301,88.1
2204269096,INSM401801,null
2209731783,LITE307021,98.6
2199604406,FEES500101,66.8
2211398755,LITE303021,84.8
2226816814,MACH392201,78.5
2223431384,INDE900201,73.8
JL22198949,LITE305621,87.0
JL21936931,ITDE500701,70.4
2192297206,INSM502101,null
2197971878,LITE401821,44.0
2217981216,JZSJ900301,79.8
2209971502,GNED100601,null
2222466349,INDE401401,83.6
2210515241,INDE401601,96.1
2193365656,LITE401821,59.8
2197787377,LITE402621,91.4
2220987824,LITE305621,65.6
2192341356,INSM401201,63.9
2221912866,INDE900301,null
2208740976,LITE306221,50.3
2209996472,LITE502221,83.9
2223381898,MACH400301,53.3
2197276111,LITE402621,null
2207327278,MACH390901,99.2
2194856339,LITE200321,81.9
2221217114,FEES300101,49.5
2190369724,LITE302721,null
2225709125,INDE000701,81.2
2210941349,JZSJ900121,69.3
2222784391,MACH392001,71.6
2195568103,GNED100701,null
2206416280,MACH400301,64.1
2203528443,MACH391201,40.9
JL22157269,LITE305021,68.3
2206580161,INDE900801,86.2
2204661099,MACH391401,66.4
2196133768,LITE402621,60.6
2227292331,SOCP100190,57.5
2226659773,INSM302001,57.8
2223758251,INSM502001,null
2197956825,INDE500801,null
2192341356,MACH392401,66.9
2195040600,LITE305421,86.2
2221109638,INSM401801,87.4
2226439124,MACH000101,null
2191588675,LITE303221,39.9
2200415270,LITE303021,67.3
2215168534,INDE500901,74.3
2222268852,FEES500101,72.8
2228467406,INSM900301,65.7
2223002853,LITE502121,67.6
2225043354,MACH392301,98.7
2216508411,MACH392301,78.6
2195043024,INSM900101,null
2196783308,INFT500121,93.7
2224249439,INDE401601,null
2212799123,LITE501121,82.9
2208007143,INDE900301,84.4
2210526736,GNED106492,69.0
2220396057,INSM401801,63.5
2205569366,LITE501121,77.6
2228142267,LITE305021,89.3
2191128247,INSM000101,87.1
2215837292,GNED101001,63.9
2199922414,LITE303021,60.1
JL22057803,FEES500101,64.1
2192745767,BSIS400121,83.5
JL22198786,INFT500121,63.1
2198986021,LITE402621,58.8
2197764511,LITE101021,75.9
2197819034,GNED106292,65.5
2220407438,MACH391201,81.6
2204067262,FEES500101,null
2217981216,LITE306321,null
